ID,Label
501,0.6941359767563676
502,0.70653904878992
503,0.8816428084837432
504,0.9501745949912641
505,0.9059606639501707
506,0.9413361196430083
507,0.988573226668315
508,0.7608107315110466
509,0.044256874372479584
510,0.2547103776430823
511,0.3154191554418704
512,0.16846021151324284
513,0.046077724801033726
514,0.07949059530629186
515,0.03293551679795702
516,0.20520209096162964
517,0.09572879080182231
518,0.6972762797525747
519,0.03992298457551442
520,0.19049777038357663
521,0.4227887795734484
522,0.03815983973773602
523,0.3721602098206115
524,0.7847714336010585
525,0.05226599665427812
526,0.37134120618405986
527,0.5641307638959521
528,0.18565124261428395
529,0.2210037982621464
530,0.06347396222444696
531,0.11386807172413539
532,0.4921534063838076
533,0.24431549273862319
534,0.4294969528227377
535,0.5095088519911511
536,0.6973188034593328
537,0.6982724098419532
538,0.6994300293658245
539,0.14771802264056932
540,0.823367182594431
541,0.5572670971298996
542,0.7304310177043982
543,0.7378789463263273
544,0.04102432855017388
545,0.6493641082902204
546,0.29769082224603205
547,0.16733856601992828
548,0.9412777904962428
549,0.20317141358027235
550,0.015293587698348286
551,0.8534752606957393
552,0.23651179189836524
553,0.23962680606611092
554,0.03581491543927458
555,0.20203335264380567
556,0.08010993134149139
557,0.12396700931519075
558,0.867339614409309
559,0.46397169794859916
560,0.08786753560024009
561,0.28682558123586394
562,0.17371529995771054
563,0.18007231963259604
564,0.2580340046542626
565,0.2574389222776345
566,0.01245943668999411
567,0.05754409702814451
568,0.8593099703155085
569,0.09030704090962925
570,0.07552603015830323
571,0.28119732136538017
572,0.06220217660868695
573,0.02880376440048496
574,0.27878943919625143
575,0.6552084830137794
576,0.15255372573447828
577,0.12333657823143215
578,0.2971805669042272
579,0.7949363973743037
580,0.08191195632462724
581,0.042013560829302514
582,0.28882971210396524
583,0.8895584399291472
584,0.13780372808978045
585,0.084630545084774
586,0.40150336853625596
587,0.16528142050116884
588,0.09471071998534007
589,0.12171104802626852
590,0.34721752858645566
591,0.32822539077812724
592,0.1381255631622042
593,0.09391273287560932
594,0.0767228118502782
595,0.08117665315330501
596,0.2895599703525335
597,0.06490488511162162
598,0.384621518078438
599,0.10153776337452405
600,0.17150478580332162
601,0.0435580697162711
602,0.23648214829117148
603,0.01665787920636961
604,0.02449654790866413
605,0.08653101986585855
606,0.22418808777395133
607,0.5108275996625462
608,0.13666439757522045
609,0.16447429550430673
610,0.13495868042124262
611,0.5671427658004738
612,0.09975009847611907
613,0.13622326493314346
614,0.017032444960823893
615,0.7332017282152095
616,0.016745559381732063
617,0.07801246559413151
618,0.4686380005370711
619,0.03548259213951645
620,0.08006491410024055
621,0.08167169681731458
622,0.03257396312411158
623,0.23824109521784853
624,0.5078506892041419
625,0.08455895949305837
626,0.055388342262993585
627,0.5832943124473144
628,0.10993783813413825
629,0.2542146657972232
630,0.04473368242858063
631,0.20286620560237503
632,0.02697130336243244
633,0.07159324108292033
634,0.07882523731169072
635,0.02713639997367322
636,0.08785072328833257
637,0.2214298745900528
638,0.021939743372574993
639,0.10094873943551508
640,0.12536410697069972
641,0.33253439703609544
642,0.8633538532114223
643,0.053341050540673736
644,0.2918614673730189
645,0.03591812386968571
646,0.819573061539178
647,0.8563709043185003
648,0.31729465409980023
649,0.04210381097149277
650,0.12885544043223593
651,0.1878489463350752
652,0.46962407664411215
653,0.16419051404778237
654,0.09781296677987325
655,0.033049096169928294
656,0.005014854743561861
657,0.03359687857202908
658,0.09358951428720041
659,0.08965025113779772
660,0.3579611295425861
661,0.02323127252122616
662,0.5099415579246956
663,0.014501853948489544
664,0.13495339615825958
665,0.15725244236435645
666,0.2676735100408455
667,0.10849216232014793
668,0.10162668274707969
669,0.12311182402468573
670,0.17166213134095645
671,0.028361676006547615
672,0.9830161914663068
673,0.4499328530300087
674,0.5446472012595425
675,0.4794181103428417
676,0.48697195258143505
677,0.29738248670316925
678,0.02043939303476698
679,0.0077503572218060035
680,0.3064554092641304
681,0.1307385470994305
682,0.015274791743276037
683,0.007503727748324318
684,0.2647448521673036
685,0.14751610453808564
686,0.08758666237682927
687,0.9691719043786323
688,0.12754317817493496
689,0.5848260388427192
690,0.46328356172003937
691,0.016627246288450356
692,0.10528807017072649
693,0.05088867256102307
694,0.1212524114244626
695,0.20028658208350222
696,0.025746407233218097
697,0.06484504581324256
698,0.07648001499529511
699,0.3005300040037531
700,0.06451831846716143
701,0.34805092819166394
702,0.02249319289091613
703,0.2636403581757963
704,0.2707963078244031
705,0.1420944909061055
706,0.08484566771548904
707,0.0375841457798094
708,0.036888701025296185
709,0.17853581556945453
710,0.000639606432543315
711,0.09714262351865983
712,0.09005787305344355
713,0.08134710940883197
714,0.05775923596194822
715,0.037190713310756844
716,0.11033411827408376
717,0.07419397406283845
718,0.18576341815157943
719,0.19316508098234647
720,0.9784818733885261
721,0.2962198644201246
722,0.088653993514311
723,0.20902985802023352
724,0.15914758226278108
725,0.034943901068921465
726,0.026755381972752776
727,0.0293253724722613
728,0.18308905118753357
729,0.07482787608418609
730,0.32778534906590095
731,0.041065029151574874
732,0.16086619664433652
733,0.06934305310715942
734,0.05836023173382806
735,0.05863234482588493
736,0.4047997299830396
737,0.34818557273441264
738,0.5961650369569256
739,0.07414970450324589
740,0.09468213400427511
741,0.5513169029324492
742,0.08713253877193876
743,0.4655106571752994
744,0.21085657220334975
745,0.6401840300921782
746,0.01671930172568814
747,0.31598167419263434
748,0.26824363268002865
749,0.10497212055943327
750,0.17838033516669222
751,0.4858579875501565
752,0.6062735046166049
753,0.8820664854430924
754,0.2384523828130983
755,0.11806580058665146
756,0.2902501853039279
757,0.036273424216964986
758,0.05842030635136197
759,0.13371450448987032
760,0.5
761,0.6701856295455414
762,0.0030219168059469528
763,0.05323286954911783
764,0.2537484761486283
765,0.29137405934435495
766,0.5201959976684798
767,0.3178378771422938
768,0.9388064290111272
769,0.1281736685348844
770,0.2505276819007767
771,0.41116156245800484
772,0.15052783172732814
773,0.8415427293278512
774,0.19491784502818035
775,0.5988933572173052
776,0.0750509250928283
777,0.0754802763036257
778,0.3443412274854062
779,0.1631944963957932
780,0.7189489438996812
781,0.38856800142150333
782,0.02420379429230442
783,0.08741172478048054
784,0.17774162248287836
785,0.000869047054410118
786,0.03319499280352973
787,0.805282229372697
788,0.8490554124987575
789,0.028289052855001114
790,0.08777713396486272
791,0.03984457102417607
792,0.08566555608115015
793,0.21507543263610684
794,0.3004699491706056
795,0.5087815816095994
796,0.4303573404727262
797,0.09376651778375382
798,0.09375690938312864
799,0.11032592231860469
800,0.2210339253721147
801,0.28739783092047755
802,0.5128017738320224
803,0.33690806603858053
804,0.18454485169643592
805,0.43072055072729754
806,0.4004457144257338
807,0.3350516671455221
808,0.1389076231920325
809,0.03672170754736022
810,0.961221112304784
